name,price,first_name,last_name,above_100
Erin Bautista,77.6242888,Erin,Bautista,false
Joseph Holt,84.95214506,Joseph,Holt,false
Dean Foster,275.7451504,Dean,Foster,true
Luis Smith,232.2317515,Luis,Smith,true
Nicholas Hughes,119.2977956,Nicholas,Hughes,true
Alexis Marshall,135.4593376,Alexis,Marshall,true
Nathan Jones,156.5333442,Nathan,Jones,true
Debra Jordan,96.86625469,Debra,Jordan,false
Billy Rose,13.66865285,Billy,Rose,false
Amber Stephens,288.2365496,Amber,Stephens,true
Sandra Williamson DDS,58.32246701,Sandra,Williamson DDS,false
Mikayla Wiggins,171.0312758,Mikayla,Wiggins,true
Wesley Lowery,71.51598238,Wesley,Lowery,false
Brandon Cruz,268.4069694,Brandon,Cruz,true
Tracy York,133.9126496,Tracy,York,true
Jessica Adams,169.2223021,Jessica,Adams,true
Diana Flores,140.9103144,Diana,Flores,true
Anthony Brooks,56.34749333,Anthony,Brooks,false
Joan Cruz,153.9731859,Joan,Cruz,true
Lauren Ray,235.5282522,Lauren,Ray,true
Becky Reid,222.1800929,Becky,Reid,true
Robert Fisher,174.6666517,Robert,Fisher,true
Christopher Clark,206.7775415,Christopher,Clark,true
Leah Palmer,82.10118057,Leah,Palmer,false
Erin Campbell,223.7648021,Erin,Campbell,true
Michael Smith,190.5819912,Michael,Smith,true
Carolyn Gonzalez,35.19868853,Carolyn,Gonzalez,false
Evan Jackson,250.4831534,Evan,Jackson,true
Corey Mitchell,229.272452,Corey,Mitchell,true
Wesley Shaw,78.19470358,Wesley,Shaw,false
Angela Lopez,123.473429,Angela,Lopez,true
Mariah Jones,7.586662029,Mariah,Jones,false
Melissa Yates,191.7388305,Melissa,Yates,true
Pamela Boyd,42.57642339,Pamela,Boyd,false
Chad Hill MD,237.3886818,Chad,Hill MD,true
Dalton Marshall,44.79388508,Dalton,Marshall,false
Megan Davis,185.4160533,Megan,Davis,true
Jay Hunt,11.93981724,Jay,Hunt,false
Craig Brady,114.0308021,Craig,Brady,true
James Cooper,162.9563775,James,Cooper,true
Timothy Cabrera,246.8016085,Timothy,Cabrera,true
Jeremy Lewis,3.085548783,Jeremy,Lewis,false
Justin Kemp,238.3356701,Justin,Kemp,true
Sean Roach,288.9094841,Sean,Roach,true
Jeffery Steele,116.5865443,Jeffery,Steele,true
Albert Sellers,70.52448058,Albert,Sellers,false
Jennifer Snyder,252.1510533,Jennifer,Snyder,true
John Scott,54.0948882,John,Scott,false
Gabrielle Brown DVM,125.2778312,Gabrielle,Brown DVM,true
Devon Ramsey,151.3679071,Devon,Ramsey,true
Linda Palmer,259.9650837,Linda,Palmer,true
Laura Vargas,19.47538112,Laura,Vargas,false
Felicia Stewart,271.3900354,Felicia,Stewart,true
Jennifer Garza,288.0417712,Jennifer,Garza,true
Antonio Lewis,26.06155907,Antonio,Lewis,false
Andrew Nielsen,249.5687264,Andrew,Nielsen,true
Lindsay Carpenter,84.75981129,Lindsay,Carpenter,false
Chris Stewart,75.24103915,Chris,Stewart,false
Robert Moore,263.4141129,Robert,Moore,true
Timothy Ray,141.8626914,Timothy,Ray,true
Scott Day,198.0654936,Scott,Day,true
Nathaniel Armstrong,20.87450709,Nathaniel,Armstrong,false
Amanda Brown,212.9058973,Amanda,Brown,true
Larry Wilson,182.0331257,Larry,Wilson,true
Joshua Thompson,69.44828294,Joshua,Thompson,false
Kim Howell,36.96354785,Kim,Howell,false
Kristin Lindsey,64.39004043,Kristin,Lindsey,false
Erin Flowers,193.6398263,Erin,Flowers,true
Samuel Anderson,262.2680717,Samuel,Anderson,true
Jennifer Burke DDS,274.3026974,Jennifer,Burke DDS,true
Kelly Douglas,34.36564262,Kelly,Douglas,false
Nancy Marshall,267.3828578,Nancy,Marshall,true
Jorge Johnson,116.1714636,Jorge,Johnson,true
Amy French,165.8016929,Amy,French,true
Virginia Chambers DDS,89.89633639,Virginia,Chambers DDS,false
Mary Pollard,158.0790313,Mary,Pollard,true
Edward Norris,26.97375079,Edward,Norris,false
Deborah Bailey,234.6758898,Deborah,Bailey,true
Jennifer Jones,165.0022525,Jennifer,Jones,true
Sonya Griffith,138.6171528,Sonya,Griffith,true
Patrick Gallagher,104.1610535,Patrick,Gallagher,true
Jonathan Miller,98.37584933,Jonathan,Miller,false
Heather Ballard,284.5814233,Heather,Ballard,true
Andre Manning,194.9905545,Andre,Manning,true
Ashley Soto,79.2445099,Ashley,Soto,false
Dr. Elizabeth Clark,269.4168408,Dr.,Elizabeth Clark,true
Patricia Young,130.6553075,Patricia,Young,true
Marisa Campbell,84.44272785,Marisa,Campbell,false
Timothy Davis,171.1168554,Timothy,Davis,true
Mitchell Ibarra,161.7834286,Mitchell,Ibarra,true
Chelsea Chen,36.22563908,Chelsea,Chen,false
Paul Taylor,69.55631424,Paul,Taylor,false
Henry Roach,1.959007179,Henry,Roach,false
Thomas Mcclain,299.1307739,Thomas,Mcclain,true
Dennis Williams,275.2683661,Dennis,Williams,true
Paul Stein,102.8911782,Paul,Stein,true
Susan Christensen,37.48220654,Susan,Christensen,false
Crystal Brown,16.57201119,Crystal,Brown,false
Crystal Lowe,144.5014692,Crystal,Lowe,true
Brian Baker,74.18584275,Brian,Baker,false
Molly Fischer,10.65318304,Molly,Fischer,false
Karen Morton,126.9280583,Karen,Morton,true
Mark Green,123.1451656,Mark,Green,true
Karen Davis,108.2090437,Karen,Davis,true
Joanna Figueroa,187.2572904,Joanna,Figueroa,true
Paula Barker,102.0455125,Paula,Barker,true
Adam White,23.99088409,Adam,White,false
Melinda Fitzpatrick,295.4867362,Melinda,Fitzpatrick,true
Joseph Perry,81.57617561,Joseph,Perry,false
Victoria Moore,228.8735816,Victoria,Moore,true
Heather Herman,61.0629953,Heather,Herman,false
Timothy Clark,146.9213215,Timothy,Clark,true
Nathaniel Wells,20.65123885,Nathaniel,Wells,false
Cindy Pitts,60.39039483,Cindy,Pitts,false
Travis Johnson,98.5076599,Travis,Johnson,false
Nichole Townsend,245.1680542,Nichole,Townsend,true
Jessica Allen,137.7334625,Jessica,Allen,true
Charles Wright,99.76504328,Charles,Wright,false
Laura Lopez,7.703221405,Laura,Lopez,false
Julie Castillo,211.5372125,Julie,Castillo,true
Robert Young,267.4230523,Robert,Young,true
Randy Bauer,54.47848217,Randy,Bauer,false
Joel Webb,254.011257,Joel,Webb,true
Christopher Bright,229.0627694,Christopher,Bright,true
Maria Reyes,245.7685786,Maria,Reyes,true
Christopher Larson,255.8959554,Christopher,Larson,true
Evan Richardson,199.7802439,Evan,Richardson,true
Brittany Salinas,106.0009251,Brittany,Salinas,true
Theodore Schultz,66.3966506,Theodore,Schultz,false
Allen Hall,248.783453,Allen,Hall,true
Mark Bailey,146.1999589,Mark,Bailey,true
Ashley Barton,184.837686,Ashley,Barton,true
Melissa Reid,164.9964809,Melissa,Reid,true
Kevin Frazier,188.9327571,Kevin,Frazier,true
Jacqueline Russell,182.9477248,Jacqueline,Russell,true
Jeremy Davidson,238.4692929,Jeremy,Davidson,true
Vincent Taylor,19.99434316,Vincent,Taylor,false
Daniel Alexander,257.703959,Daniel,Alexander,true
Katherine Brooks,16.25110869,Katherine,Brooks,false
Donna Malone,263.6211952,Donna,Malone,true
Sarah Carlson,155.112039,Sarah,Carlson,true
Stephen Stafford,86.76268915,Stephen,Stafford,false
Molly Grant,114.8491929,Molly,Grant,true
Vanessa Chase,7.770786949,Vanessa,Chase,false
Katrina Miller,247.2659961,Katrina,Miller,true
Karen Hancock,282.6177794,Karen,Hancock,true
Raymond Brooks,204.8726848,Raymond,Brooks,true
Amanda Reynolds,90.21503715,Amanda,Reynolds,false
Sandra Marquez,138.1701187,Sandra,Marquez,true
Eric Gregory,24.92979482,Eric,Gregory,false
Mary Allen,255.2531379,Mary,Allen,true
Michael Santos,193.4995193,Michael,Santos,true
Ronnie Ali,229.6159426,Ronnie,Ali,true
Mr. Jeff Wilson,114.6760877,Mr.,Jeff Wilson,true
John Richardson,207.195461,John,Richardson,true
Reginald Barnes,46.8780625,Reginald,Barnes,false
Joseph Beasley,298.3722237,Joseph,Beasley,true
Kyle Brown,106.8841519,Kyle,Brown,true
Ruth Ballard,299.9455478,Ruth,Ballard,true
Michael Bradley,203.917107,Michael,Bradley,true
Derek Sandoval,143.0956665,Derek,Sandoval,true
Kayla Brown,123.1057042,Kayla,Brown,true
Rodney Harrison,118.4162955,Rodney,Harrison,true
Whitney Sims,284.5855067,Whitney,Sims,true
Carly Wagner,212.8393181,Carly,Wagner,true
Brett House,193.7238018,Brett,House,true
Robert Weaver,109.6290182,Robert,Weaver,true
Steve Gonzalez,146.1933084,Steve,Gonzalez,true
David Fisher,290.1779819,David,Fisher,true
Leonard King,24.0939262,Leonard,King,false
Beth Martinez,23.52767675,Beth,Martinez,false
Elizabeth Lewis,173.6053214,Elizabeth,Lewis,true
Nicole Small,159.8582487,Nicole,Small,true
Anthony Cline,250.2882021,Anthony,Cline,true
Spencer Ware,159.5202685,Spencer,Ware,true
Willie Erickson,116.3402762,Willie,Erickson,true
Brent Moore,155.6385418,Brent,Moore,true
Maria Hunt,285.7458256,Maria,Hunt,true
Robert Howard,174.4724454,Robert,Howard,true
Katherine Smith,96.91551318,Katherine,Smith,false
Mrs. Andrea Meza,143.0006511,Mrs.,Andrea Meza,true
Nathan Crane,83.56558574,Nathan,Crane,false
Dr. Douglas Delgado DDS,85.5223837,Dr.,Douglas Delgado DDS,false
Mariah Garrison,192.7734629,Mariah,Garrison,true
Dennis Perez,138.2202857,Dennis,Perez,true
Veronica Berry,248.7978665,Veronica,Berry,true
Kristine Holland,248.5495161,Kristine,Holland,true
Daniel Nguyen,282.2088346,Daniel,Nguyen,true
Kelly Gregory,159.7472068,Kelly,Gregory,true
Shawn Brown,181.3796777,Shawn,Brown,true
Danielle George,274.2446679,Danielle,George,true
Tiffany Brown,276.1991426,Tiffany,Brown,true
Alice Freeman,137.1583738,Alice,Freeman,true
Daniel Brown,112.7636937,Daniel,Brown,true
Jessica Hopkins,122.3518376,Jessica,Hopkins,true
April Bryant,266.6719848,April,Bryant,true
Christopher Miller,158.2431072,Christopher,Miller,true
Duane Smith,195.3278749,Duane,Smith,true
Madeline Sandoval,121.1743498,Madeline,Sandoval,true
Dr. Victoria Kirk,3.666987419,Dr.,Victoria Kirk,false
Paul Davis,252.5040028,Paul,Davis,true
Robert Dickerson,11.98827381,Robert,Dickerson,false
Kevin Lambert Jr.,4.531036969,Kevin,Lambert Jr.,false
Sheila Morton,170.343201,Sheila,Morton,true
Leonard Martinez,93.22430955,Leonard,Martinez,false
Melanie Dennis,209.669112,Melanie,Dennis,true
Melissa Cline,107.4820325,Melissa,Cline,true
Timothy Williams,258.0104815,Timothy,Williams,true
Kimberly Anderson,87.97839743,Kimberly,Anderson,false
Sarah Simmons,244.2757279,Sarah,Simmons,true
Michael Bryan,233.2848903,Michael,Bryan,true
Peter Lopez DVM,140.0412394,Peter,Lopez DVM,true
Philip Oliver,21.30464474,Philip,Oliver,false
Sara Hodges,277.3543759,Sara,Hodges,true
Richard Hicks,73.36766831,Richard,Hicks,false
Michael Brown,37.87051913,Michael,Brown,false
Destiny Roy,223.4763302,Destiny,Roy,true
Kimberly Baker,80.46348769,Kimberly,Baker,false
Jamie Higgins,69.03028233,Jamie,Higgins,false
Preston Ferguson III,221.4249566,Preston,Ferguson III,true
Rachel Montgomery,29.08534279,Rachel,Montgomery,false
Rebecca Walls,215.2717793,Rebecca,Walls,true
Mr. Matthew Collins,238.6680373,Mr.,Matthew Collins,true
Thomas Forbes,72.71031133,Thomas,Forbes,false
Caitlin Shelton,220.3252086,Caitlin,Shelton,true
Robert Stephens,3.606464206,Robert,Stephens,false
Jennifer Lin,192.9587531,Jennifer,Lin,true
Diana Carney,97.78448666,Diana,Carney,false
Kevin Mayo,51.803837,Kevin,Mayo,false
Nicholas West,16.2045173,Nicholas,West,false
Mitchell Kelley,13.07861103,Mitchell,Kelley,false
Andre Boyd,253.5211663,Andre,Boyd,true
James Knight,22.56984826,James,Knight,false
Andrew Lee,70.51262949,Andrew,Lee,false
David Clay MD,236.9824129,David,Clay MD,true
Craig Mitchell,166.2891034,Craig,Mitchell,true
Jennifer Evans,2.977011972,Jennifer,Evans,false
Scott Schroeder,236.1997291,Scott,Schroeder,true
Kathleen Gallagher DVM,291.677987,Kathleen,Gallagher DVM,true
Benjamin Davis,51.11857044,Benjamin,Davis,false
Luis Mathis,299.1938817,Luis,Mathis,true
Rachel Thomas,161.3312866,Rachel,Thomas,true
Erin Henry,11.73608077,Erin,Henry,false
Daniel Chen,254.1665472,Daniel,Chen,true
Katie Parker,13.94906194,Katie,Parker,false
Melissa Robinson,205.8781089,Melissa,Robinson,true
Samuel Dalton,14.08357426,Samuel,Dalton,false
Nicole Jones,51.59257197,Nicole,Jones,false
James Baker,170.9273169,James,Baker,true
Amanda Hopkins,200.6433574,Amanda,Hopkins,true
Eric Rodriguez,103.935463,Eric,Rodriguez,true
Rebecca Gallagher MD,221.5435451,Rebecca,Gallagher MD,true
Paul Daniels,232.54837,Paul,Daniels,true
Stephanie Green,2.663967786,Stephanie,Green,false
Beth Stone,35.23893288,Beth,Stone,false
Paul King,188.565175,Paul,King,true
Lauren Kelly,13.00123524,Lauren,Kelly,false
Laura Pierce,16.16340439,Laura,Pierce,false
Heather Bennett,255.1741149,Heather,Bennett,true
Joshua King,107.3590127,Joshua,King,true
Jasmine Flores,289.7696566,Jasmine,Flores,true
Sarah Chandler,55.24485998,Sarah,Chandler,false
Denise Miller,158.8641339,Denise,Miller,true
Randy Moyer,125.9683245,Randy,Moyer,true
Megan Perry,287.0921961,Megan,Perry,true
David Weber,140.9446241,David,Weber,true
Michael Hoffman,145.2717633,Michael,Hoffman,true
Amy Townsend,217.5922091,Amy,Townsend,true
Martin Larson,171.9356768,Martin,Larson,true
Savannah Hampton,245.2155175,Savannah,Hampton,true
Amanda Chavez,4.068803173,Amanda,Chavez,false
Tina Campos,292.1002,Tina,Campos,true
Crystal Blake,227.6330391,Crystal,Blake,true
Beth Morales,229.9794474,Beth,Morales,true
Mark Johnson,177.5476557,Mark,Johnson,true
Emily Kramer,249.9598475,Emily,Kramer,true
Scott Jackson,200.6486534,Scott,Jackson,true
Kayla Stanley,39.11623892,Kayla,Stanley,false
Heather Combs,75.68140908,Heather,Combs,false
Samantha Watson,209.2371767,Samantha,Watson,true
John Taylor,162.383985,John,Taylor,true
Kristen Waller,203.3026259,Kristen,Waller,true
Robert Chang,59.64579395,Robert,Chang,false
Elizabeth Berry,48.18828909,Elizabeth,Berry,false
Leslie Estes,160.479494,Leslie,Estes,true
Joseph Wilson,265.8405526,Joseph,Wilson,true
Austin Ramirez,212.7036289,Austin,Ramirez,true
Amanda Evans,148.0328505,Amanda,Evans,true
Stephanie Martinez,167.4969941,Stephanie,Martinez,true
Trevor Valenzuela,233.3832548,Trevor,Valenzuela,true
Jaime Perez,142.8424681,Jaime,Perez,true
Randy Stone,126.8086391,Randy,Stone,true
Elizabeth Delgado,287.0605845,Elizabeth,Delgado,true
Anthony Scott,103.2864364,Anthony,Scott,true
Cody Johnson,170.0586264,Cody,Johnson,true
Bryan Hall,260.9082222,Bryan,Hall,true
Sergio Day,276.6420591,Sergio,Day,true
Nicole Wiggins,65.95568043,Nicole,Wiggins,false
Kathleen Turner,262.1049741,Kathleen,Turner,true
Joshua Holland,299.5158411,Joshua,Holland,true
Jessica Miller,124.4215151,Jessica,Miller,true
Alex Moore,142.418239,Alex,Moore,true
Julie Boyd,39.18863723,Julie,Boyd,false
Tara Barnes,128.8918058,Tara,Barnes,true
Heather Brown,186.7113016,Heather,Brown,true
Michelle Gutierrez PhD,46.66502067,Michelle,Gutierrez PhD,false
Tiffany Brown,45.12432917,Tiffany,Brown,false
Alicia Todd,205.8706229,Alicia,Todd,true
Annette Morris,17.24911997,Annette,Morris,false
Lindsey Hines,117.8079689,Lindsey,Hines,true
Logan Watkins,52.1715902,Logan,Watkins,false
John Harmon,154.808761,John,Harmon,true
Alexis Williams,223.4977047,Alexis,Williams,true
Andrea Oliver,115.6428501,Andrea,Oliver,true
Darrell Smith,57.00665127,Darrell,Smith,false
Patrick Hendrix,9.994643513,Patrick,Hendrix,false
Matthew Bruce,257.3743579,Matthew,Bruce,true
Steven Ortiz,227.2720735,Steven,Ortiz,true
Jimmy Navarro,164.9602355,Jimmy,Navarro,true
Anthony Friedman,17.753192,Anthony,Friedman,false
Michael Barrett,39.21052339,Michael,Barrett,false
Catherine Taylor,55.50357069,Catherine,Taylor,false
John Ross,226.0656937,John,Ross,true
Michael Austin,67.81751254,Michael,Austin,false
Troy Warren,111.3394845,Troy,Warren,true
Alicia Ruiz,164.6026773,Alicia,Ruiz,true
Dana Santos,295.9934887,Dana,Santos,true
Christian Porter,145.4184193,Christian,Porter,true
Emily Ramos,63.74626361,Emily,Ramos,false
Lisa Marquez,227.0754835,Lisa,Marquez,true
Sergio Hughes,240.3088336,Sergio,Hughes,true
Angela Fischer,44.62116994,Angela,Fischer,false
Lance Weaver,23.27390372,Lance,Weaver,false
Dawn Ward,201.1261376,Dawn,Ward,true
Norman Simpson,219.3829512,Norman,Simpson,true
Suzanne Haas,268.8430172,Suzanne,Haas,true
Lisa Craig,32.20190241,Lisa,Craig,false
Joseph Summers,234.3983114,Joseph,Summers,true
Carl Decker,29.47284095,Carl,Decker,false
Sandra Pollard,206.4794457,Sandra,Pollard,true
Cameron Nielsen,160.9221115,Cameron,Nielsen,true
Frank Jones,95.72477062,Frank,Jones,false
James Jordan,298.5896987,James,Jordan,true
Destiny Rojas,89.6838838,Destiny,Rojas,false
Lisa Clark,273.5127708,Lisa,Clark,true
Lori Valdez,111.5501182,Lori,Valdez,true
Danny Lewis,224.4037909,Danny,Lewis,true
Jennifer Martin,87.64623687,Jennifer,Martin,false
Richard Bauer,164.2209518,Richard,Bauer,true
Alicia Ferrell,169.3028425,Alicia,Ferrell,true
Grant Hall,.558640768,Grant,Hall,false
Elizabeth Hill,237.8971597,Elizabeth,Hill,true
Jacqueline Brown,267.5073581,Jacqueline,Brown,true
Tiffany Barron,185.2634793,Tiffany,Barron,true
Arthur Chandler,226.5972173,Arthur,Chandler,true
Mark Bowman,180.1064676,Mark,Bowman,true
Dr. Shannon Jackson,131.2304203,Dr.,Shannon Jackson,true
Kelly Johnson,124.1633799,Kelly,Johnson,true
Brian Contreras,60.52315419,Brian,Contreras,false
John Dixon,183.4615101,John,Dixon,true
Tamara Wilson,5.006903718,Tamara,Wilson,false
Christina Bishop,197.7689034,Christina,Bishop,true
Jennifer Smith,169.7637516,Jennifer,Smith,true
Denise Clark,270.0765365,Denise,Clark,true
Ms. Angela Peterson MD,194.5922004,Ms.,Angela Peterson MD,true
Amy Mills,132.6708938,Amy,Mills,true
Stephanie Spears,128.7858904,Stephanie,Spears,true
Alexandra Lawrence,112.3894586,Alexandra,Lawrence,true
Joe Powell,18.98297458,Joe,Powell,false
Matthew Diaz,124.6120874,Matthew,Diaz,true
Joshua Sanchez,147.1338779,Joshua,Sanchez,true
Joseph Herring,262.3721841,Joseph,Herring,true
Billy Riley,141.1891526,Billy,Riley,true
Cheryl Crosby,128.6964315,Cheryl,Crosby,true
Jeanne Brown,79.06627536,Jeanne,Brown,false
Rebecca Clarke,174.5418573,Rebecca,Clarke,true
Ronald Hudson,240.1683659,Ronald,Hudson,true
Derek Wolf,136.9987139,Derek,Wolf,true
Jennifer Lee,168.4130662,Jennifer,Lee,true
Dr. Courtney Copeland DVM,205.9871436,Dr.,Courtney Copeland DVM,true
Kevin Boyd,276.0430518,Kevin,Boyd,true
Christopher Harrell,47.54869596,Christopher,Harrell,false
Terri Schultz,95.12922836,Terri,Schultz,false
Jonathan Brooks,113.4023205,Jonathan,Brooks,true
Gregory Yoder,66.72888226,Gregory,Yoder,false
Tammy Welch,243.6807885,Tammy,Welch,true
Jennifer Doyle,125.0829471,Jennifer,Doyle,true
Michelle Moore,139.8526401,Michelle,Moore,true
Mr. Matthew Bennett,31.24445141,Mr.,Matthew Bennett,false
Valerie Bishop,141.0465529,Valerie,Bishop,true
Olivia Moore,182.7722633,Olivia,Moore,true
Rachel Lynch,11.16873089,Rachel,Lynch,false
Victoria Carroll,100.400948,Victoria,Carroll,true
Richard Duffy,192.8278578,Richard,Duffy,true
Harold Rowe,4.973566675,Harold,Rowe,false
Jasmine Bailey,240.1984741,Jasmine,Bailey,true
Victoria Goodman,157.2129033,Victoria,Goodman,true
Christopher Frost,51.7746098,Christopher,Frost,false
Michael Larsen,119.9341108,Michael,Larsen,true
Robert Coffey,100.3104595,Robert,Coffey,true
Carolyn Harmon,132.2465755,Carolyn,Harmon,true
Jared Garrison,176.7205943,Jared,Garrison,true
Susan Burton,71.54482097,Susan,Burton,false
Bryan Patton,6.517783303,Bryan,Patton,false
Mr. Kyle Burns,47.95291873,Mr.,Kyle Burns,false
Jeremy Davis,196.8809063,Jeremy,Davis,true
Kevin Bryant,119.266223,Kevin,Bryant,true
James Harrington,153.6600926,James,Harrington,true
Christina Weaver,158.4753706,Christina,Weaver,true
Robert Kennedy,169.2943627,Robert,Kennedy,true
Richard Jarvis,114.6925576,Richard,Jarvis,true
Aaron Ford,266.565379,Aaron,Ford,true
Donna Franklin,212.0073437,Donna,Franklin,true
Angela Martinez,97.13919381,Angela,Martinez,false
Michael Anderson,56.30656726,Michael,Anderson,false
Charles Stevens,146.5272063,Charles,Stevens,true
Dr. Christopher Harrell,176.6365117,Dr.,Christopher Harrell,true
Melanie Francis,148.6238107,Melanie,Francis,true
Kevin Johnson,57.07758117,Kevin,Johnson,false
Annette Johnston,286.4368475,Annette,Johnston,true
Laura Jones,251.8256961,Laura,Jones,true
Brianna Parks,105.6688269,Brianna,Parks,true
Mario Henderson,289.3215948,Mario,Henderson,true
Rachel Garcia,18.33863307,Rachel,Garcia,false
Taylor Evans,152.0813643,Taylor,Evans,true
Denise Olson,263.8594197,Denise,Olson,true
Jenna Odom,54.33763494,Jenna,Odom,false
Jennifer Parker,114.3051417,Jennifer,Parker,true
Melissa Haynes,249.4110446,Melissa,Haynes,true
Dr. Terry Martinez,135.282602,Dr.,Terry Martinez,true
Daniel Mitchell,273.1661217,Daniel,Mitchell,true
Steven Williams MD,89.40717196,Steven,Williams MD,false
Nicholas White,234.4239386,Nicholas,White,true
Robert Le,143.3576073,Robert,Le,true
William Daniels,2.75363996,William,Daniels,false
Anthony Hoffman,205.8937171,Anthony,Hoffman,true
Jessica Smith,140.7997908,Jessica,Smith,true
Charles Martinez,53.45634467,Charles,Martinez,false
Michael Harrison,264.9058228,Michael,Harrison,true
Cynthia Oconnor,134.0974441,Cynthia,Oconnor,true
Wesley Williams,210.5488131,Wesley,Williams,true
Keith Wheeler,64.57752578,Keith,Wheeler,false
Anna Lopez,299.1499426,Anna,Lopez,true
Megan Montoya,77.73528252,Megan,Montoya,false
Alice Wallace,258.1149996,Alice,Wallace,true
David Barry,293.064933,David,Barry,true
Crystal Anderson,85.67769938,Crystal,Anderson,false
Charles Walters,136.3273754,Charles,Walters,true
Amy Hall,165.7815497,Amy,Hall,true
Daniel Allison,202.9205718,Daniel,Allison,true
Monica Rogers,115.6097562,Monica,Rogers,true
Lisa Brennan,244.6907291,Lisa,Brennan,true
Hector Adams,258.2983392,Hector,Adams,true
Samantha George,177.6586379,Samantha,George,true
Peter Sanders,248.5678166,Peter,Sanders,true
Yvonne Coleman,299.9854723,Yvonne,Coleman,true
Charles Miller,37.89348077,Charles,Miller,false
Mathew Harmon,5.477643314,Mathew,Harmon,false
Heather Collins,18.93872049,Heather,Collins,false
Anne Mccullough,38.48691116,Anne,Mccullough,false
Terry Moore,251.9873677,Terry,Moore,true
James Rogers,39.25426014,James,Rogers,false
Stephen Brown,166.4123,Stephen,Brown,true
Mark Morales,205.5803314,Mark,Morales,true
Kathleen Tran,248.4498852,Kathleen,Tran,true
Michelle Stone,59.92907123,Michelle,Stone,false
Catherine Scott,261.6205656,Catherine,Scott,true
Robert Dyer,159.3357394,Robert,Dyer,true
Bryan Martinez,292.4598723,Bryan,Martinez,true
Danielle Miller DVM,5.840759287,Danielle,Miller DVM,false
Natalie Gentry,115.4240965,Natalie,Gentry,true
Mark Martinez,274.8417111,Mark,Martinez,true
Margaret Baird,178.1376538,Margaret,Baird,true
Jacqueline Conway,161.0544466,Jacqueline,Conway,true
Jennifer Miller,167.65138,Jennifer,Miller,true
Stephanie Salinas,180.173276,Stephanie,Salinas,true
Jesse Duarte,23.19171407,Jesse,Duarte,false
Tammy Williams,24.00839556,Tammy,Williams,false
Jay Lynch,43.56506347,Jay,Lynch,false
Adam Thompson,87.5002892,Adam,Thompson,false
Chad Clark,291.2850477,Chad,Clark,true
Maxwell Cole,138.5224022,Maxwell,Cole,true
Tony Lester,220.7106572,Tony,Lester,true
Bethany Williamson,115.9862024,Bethany,Williamson,true
Javier Moss,41.3098503,Javier,Moss,false
Ronald Owens,216.8781531,Ronald,Owens,true
Jennifer Lewis,61.69501363,Jennifer,Lewis,false
Jennifer Goodwin,6.772621519,Jennifer,Goodwin,false
Joseph Wright,155.2606241,Joseph,Wright,true
Erik Delgado,273.221997,Erik,Delgado,true
Paul Reid,63.28549542,Paul,Reid,false
Thomas Bryant,146.4967831,Thomas,Bryant,true
Marvin Wood,273.3635523,Marvin,Wood,true
Zachary Gordon,250.1895915,Zachary,Gordon,true
Eric Becker,97.1295962,Eric,Becker,false
Jason Greene,169.1431017,Jason,Greene,true
Thomas Davis,230.9547299,Thomas,Davis,true
Kimberly Duncan,191.1203851,Kimberly,Duncan,true
Samantha Smith,291.8803441,Samantha,Smith,true
Thomas Rogers,112.9576098,Thomas,Rogers,true
Ryan Hammond,21.4055375,Ryan,Hammond,false
Jillian Smith,259.3625114,Jillian,Smith,true
Charles Harris MD,84.45795116,Charles,Harris MD,false
Jenny Lewis,253.6513704,Jenny,Lewis,true
Heidi Bolton,146.4562717,Heidi,Bolton,true
Ian Park,77.37019197,Ian,Park,false
David Guzman,216.0752368,David,Guzman,true
Pamela Dillon,51.72379565,Pamela,Dillon,false
Kimberly Leblanc,294.6052651,Kimberly,Leblanc,true
Megan Smith,25.42056931,Megan,Smith,false
Ronald Costa,136.8854344,Ronald,Costa,true
Daniel Lewis,143.9851601,Daniel,Lewis,true
Dale Ramirez,15.01368802,Dale,Ramirez,false
Abigail Allen,229.7838574,Abigail,Allen,true
Kenneth Sims,37.6359828,Kenneth,Sims,false
Lisa Mendez,40.54338297,Lisa,Mendez,false
Eric Brown,174.2921017,Eric,Brown,true
Kristi Cobb,23.9133407,Kristi,Cobb,false
Anne Macdonald PhD,81.47862786,Anne,Macdonald PhD,false
Lauren Parker,187.0023174,Lauren,Parker,true
Carol Sharp,199.5697161,Carol,Sharp,true
Christine Miles,273.9435443,Christine,Miles,true
Amanda Bowers,261.922808,Amanda,Bowers,true
Joseph Buck,86.8018335,Joseph,Buck,false
Sean Conway,56.43303098,Sean,Conway,false
Julia Murphy,73.19912337,Julia,Murphy,false
Lynn Anderson,169.8237448,Lynn,Anderson,true
James Gray,188.813829,James,Gray,true
Stephanie Gray,200.8256851,Stephanie,Gray,true
Ronald Baird,215.999315,Ronald,Baird,true
Christopher Cochran,204.0887367,Christopher,Cochran,true
Kyle Torres,63.41712663,Kyle,Torres,false
William Oconnor,242.143628,William,Oconnor,true
Caleb Kelly,285.6334268,Caleb,Kelly,true
Rachael Garcia,226.4172581,Rachael,Garcia,true
Brandon Weber,298.4802227,Brandon,Weber,true
Thomas Hoover,200.0802214,Thomas,Hoover,true
Michelle Jimenez,14.80415308,Michelle,Jimenez,false
Rebecca Davis,32.98097798,Rebecca,Davis,false
Miranda Flynn,298.8357652,Miranda,Flynn,true
Jennifer Perez,140.3637287,Jennifer,Perez,true
